"SETTLEMENT_DATE","SETTLEMENT_PERIOD","ND","TSD","ENGLAND_WALES_DEMAND","EMBEDDED_WIND_GENERATION","EMBEDDED_WIND_CAPACITY","EMBEDDED_SOLAR_GENERATION","EMBEDDED_SOLAR_CAPACITY","NON_BM_STOR","PUMP_STORAGE_PUMPING","SCOTTISH_TRANSFER","IFA_FLOW","IFA2_FLOW","BRITNED_FLOW","MOYLE_FLOW","EAST_WEST_FLOW","NEMO_FLOW","NSL_FLOW","ELECLINK_FLOW","VIKING_FLOW","GREENLINK_FLOW"
"2025-12-16",8,24315,27224,22056,735,6606,0,20993,0,641,2187,1507,992,-171,-452,-531,603,1397,997,204,-514
"2025-12-16",9,24147,27574,21951,730,6606,0,20993,0,549,2324,1508,990,-396,-452,-531,-176,1397,995,-209,-514
"2025-12-16",10,24046,27740,21948,725,6606,0,20993,0,702,2026,1504,977,-418,-451,-531,-223,1397,972,-255,-514
"2025-12-16",11,23731,27799,21550,709,6606,0,20993,0,85,2079,995,519,-783,-451,-479,-294,1397,119,-862,-514
"2025-12-16",12,24971,28977,22713,693,6606,0,20993,0,12,2006,935,487,-785,-452,-437,-298,1397,73,-908,-514
"2025-12-16",13,27201,31593,24731,723,6606,0,20993,0,12,2024,664,473,-621,-452,-514,-598,1397,347,-1081,-514
"2025-12-16",14,29907,34290,27195,753,6606,0,20993,0,15,1830,632,459,-570,-451,-531,-609,1397,365,-1093,-514
"2025-12-16",15,32507,36294,29492,841,6606,0,20993,0,13,1720,525,6,94,-451,-531,-585,1397,368,-1093,-514
"2025-12-16",16,33886,37670,30729,929,6606,0,20993,0,13,1852,518,2,102,-452,-531,-584,1397,377,-1090,-514
"2025-12-16",17,35660,39334,32311,897,6606,2,20993,0,11,1425,1328,927,395,-452,-531,-604,1397,657,-963,-513
"2025-12-16",18,36081,39727,32749,865,6606,81,20993,0,12,1460,1424,992,415,-451,-531,-596,1397,683,-942,-514
"2025-12-16",19,37019,39629,33649,879,6606,326,20993,0,10,1327,1498,992,118,-452,-531,15,1397,979,-503,-514
"2025-12-16",20,37128,39712,33788,892,6606,708,20993,0,12,1173,1507,992,117,-451,-531,47,1397,998,-476,-514
"2025-12-16",21,36796,39485,33411,855,6606,1265,20993,0,13,1363,1507,992,144,-452,-531,2,1397,998,-579,-514
"2025-12-16",22,36521,39219,33207,817,6606,1735,20993,0,12,1661,1508,992,149,-452,-531,0,1397,998,-589,-514
"2025-12-16",23,36344,39214,33070,798,6606,2061,20993,0,12,1432,1507,991,619,-451,-531,-73,1397,998,-689,-514
"2025-12-16",24,36224,39111,32914,779,6606,2390,20993,0,12,1477,1508,991,595,-451,-531,-76,1397,998,-703,-514
"2025-12-16",25,36212,39462,32807,782,6606,2308,20993,0,11,1495,1508,992,-117,-452,-531,-57,1397,998,-968,-514
"2025-12-16",26,36454,39739,32932,785,6606,2314,20993,0,12,1476,1508,992,-132,-451,-531,-56,1397,998,-989,-514
"2025-12-16",27,36316,40418,32868,772,6606,2214,20993,0,11,1603,1508,992,-805,-451,-531,-97,1397,998,-1082,-525
"2025-12-16",28,36328,40494,32856,758,6606,1894,20993,0,12,1589,1508,992,-867,-452,-531,-99,1397,998,-1091,-514
"2025-12-16",29,36312,40682,32816,801,6606,1625,20993,0,12,1886,1499,992,-1057,-452,-531,-113,1397,999,-1091,-514
"2025-12-16",30,36822,41193,33307,843,6606,921,20993,0,12,1980,1498,992,-1058,-452,-531,-113,1397,998,-1091,-514
"2025-12-16",31,37050,41306,33684,885,6606,325,20993,0,11,1995,1507,992,-1058,-451,-531,241,1397,998,-1091,-514
"2025-12-16",32,38046,42300,34761,927,6606,23,20993,0,4,2391,1508,992,-1058,-452,-531,255,1397,998,-1095,-514
"2025-12-16",33,39392,43461,35885,991,6606,0,20993,0,0,2172,1508,992,-877,-452,-531,277,1397,998,-1095,-514
"2025-12-16",34,40097,44064,36375,1054,6606,0,20993,0,1,2266,1508,991,-777,-451,-531,278,1397,997,-1093,-514
"2025-12-16",35,40492,43602,36617,1133,6606,0,20993,0,5,2690,1499,977,-3,-451,-531,126,1397,989,-1006,-514
"2025-12-16",36,40498,43563,36698,1211,6606,0,20993,0,5,2675,1498,977,0,-452,-495,121,1397,986,-999,-514
"2025-12-16",37,40391,43390,36797,1231,6606,0,20993,0,4,2921,1503,981,237,-452,-469,329,1397,900,-960,-514
"2025-12-16",38,39947,42770,36409,1251,6606,0,20993,0,5,3058,1503,982,256,-428,-319,337,1397,897,-957,-514
"2025-12-16",39,38964,41438,35809,1296,6606,0,20993,0,5,3314,1507,990,105,-302,-167,89,1397,992,-963,-437
"2025-12-16",40,38187,40318,35104,1341,6606,0,20993,0,7,3361,1508,990,103,-232,-27,70,1397,997,-955,-310
"2025-12-16",41,37281,39774,34305,1360,6606,0,20993,0,6,3739,1509,992,-431,-82,0,-583,1397,943,-630,-161
"2025-12-16",42,36124,38488,33264,1379,6606,0,20993,0,11,3877,1509,985,-491,17,0,-619,1397,936,-619,-24
"2025-12-16",43,34542,37873,31814,1403,6606,0,20993,0,7,4017,1401,754,-698,16,0,-1006,1397,805,-1020,69
"2025-12-16",44,33433,36816,30824,1426,6606,0,20993,0,8,3996,1388,734,-706,116,0,-1021,1397,794,-1048,181
"2025-12-16",45,31573,34877,29232,1456,6606,0,20993,0,62,3928,1085,589,-846,43,0,-728,1397,699,-1068,93
"2025-12-16",46,29479,32933,27413,1486,6606,0,20993,0,232,4162,1049,578,-851,144,20,-717,1397,696,-1054,171
"2025-12-16",47,28301,30979,26255,1577,6606,0,20993,0,318,3961,1436,546,-688,157,5,-629,1397,811,-443,200
"2025-12-16",48,26971,29678,25094,1668,6606,0,20993,0,393,4060,1479,549,-682,152,46,-626,1397,821,-406,200
"2025-12-17",1,26866,29724,25107,1778,6606,0,20993,0,524,3762,1481,736,-596,125,3,-558,1397,934,-580,200
"2025-12-17",2,27345,30243,25703,1888,6606,0,20993,0,544,3816,1480,755,-593,197,0,-555,1397,941,-606,200
"2025-12-17",3,26779,30482,25217,2076,6606,0,20993,0,824,3695,1405,955,-632,200,0,-613,1397,925,-1034,200
"2025-12-17",4,26222,30240,24742,2264,6606,0,20993,0,1102,4034,1397,963,-636,200,14,-616,1397,925,-1064,200
"2025-12-17",5,25448,30209,24030,2441,6606,0,20993,0,1200,3995,1489,739,-1033,200,131,-841,1397,943,-1087,200
"2025-12-17",6,24724,29541,23332,2617,6606,0,20993,0,1227,3989,1501,722,-1052,200,135,-850,1397,935,-1088,200
"2025-12-17",7,24043,28913,22751,2831,6606,0,20993,0,1224,3887,1467,650,-1046,200,123,-912,1397,570,-1088,200
"2025-12-17",8,23547,28411,22367,3044,6606,0,20993,0,1218,3728,1457,628,-1044,200,101,-914,1378,537,-1088,200
"2025-12-17",9,23220,28131,22091,3240,6606,0,20993,0,1103,3848,577,-23,-1075,200,134,-1018,1137,195,-1092,200
"2025-12-17",10,23012,27950,21793,3435,6606,0,20993,0,1072,3767,462,-77,-1076,200,165,-1021,1088,166,-1092,200
"2025-12-17",11,23339,28849,22139,3583,6606,0,20993,0,925,4013,-444,-394,-1019,200,203,-973,853,-63,-1092,200
"2025-12-17",12,24290,29817,23028,3731,6606,0,20993,0,776,4113,-574,-424,-1007,200,202,-967,795,-87,-1092,200
"2025-12-17",13,26839,31577,25359,3857,6606,0,20993,0,439,4351,-665,-748,-368,200,202,-458,437,-368,-1092,200
"2025-12-17",14,29235,33942,27509,3982,6606,0,20993,0,436,4790,-675,-764,-324,200,123,-435,376,-381,-1092,200
"2025-12-17",15,31530,35459,29637,4110,6606,0,20993,0,436,4797,-495,-545,-2,200,114,-543,175,-216,-1092,200
"2025-12-17",16,33599,37367,31553,4237,6606,0,20993,0,332,4907,-469,-530,0,200,13,-550,141,-195,-1092,200
"2025-12-17",17,34493,38215,32399,4314,6606,9,20993,0,282,4763,230,-511,-235,200,13,-1002,12,154,-1092,200
"2025-12-17",18,35034,38782,33024,4391,6606,240,20993,0,277,4701,335,-483,-274,152,108,-1022,6,190,-1092,170
"2025-12-17",19,36101,40122,33929,4464,6606,407,20993,0,280,4368,960,449,-1027,21,21,-1022,125,690,-1092,82
"2025-12-17",20,36238,40421,34124,4536,6606,665,20993,0,280,4512,1031,515,-1064,-63,0,-1021,144,722,-1092,-63
"2025-12-17",21,36628,40926,34540,4632,6606,791,20993,0,279,4894,706,566,-1063,-30,0,-1022,196,712,-1092,-212
"2025-12-17",22,36521,40975,34445,4728,6606,788,20993,0,278,4860,667,574,-1062,-38,0,-1022,219,712,-1092,-362
"2025-12-17",23,36633,41275,34575,4809,6606,881,20993,0,279,4661,805,723,-1069,-68,-18,-1022,433,754,-1092,-494
"2025-12-17",24,36430,41213,34315,4890,6606,982,20993,0,281,4255,822,737,-1068,-220,0,-1022,460,763,-1092,-500
"2025-12-17",25,36696,41646,34466,4901,6606,925,20993,0,280,4068,1412,864,-1072,-371,0,-1022,474,984,-1092,-513
"2025-12-17",26,36823,41856,34546,4911,6606,913,20993,0,282,3985,1480,871,-1073,-450,0,-1022,471,996,-1092,-514
"2025-12-17",27,36398,41466,34105,4966,6606,893,20993,0,278,3918,1457,790,-1071,-450,-41,-1022,409,895,-1092,-514
"2025-12-17",28,36344,41438,33964,5021,6606,781,20993,0,278,4182,1454,783,-1072,-450,-67,-1022,381,876,-1092,-513
"2025-12-17",29,36350,41314,33940,5015,6606,439,20993,0,167,4810,1436,714,-1069,-450,-50,-1022,131,447,-1092,-514
"2025-12-17",30,36265,41347,33893,5008,6606,191,20993,0,166,4583,1433,703,-1068,-450,-171,-1022,125,422,-1092,-513
"2025-12-17",31,36362,41384,33939,5001,6606,64,20993,0,163,4131,1328,496,-1072,-450,-109,-1022,457,499,-1092,-514
"2025-12-17",32,37068,42136,34628,4993,6606,5,20993,0,161,3850,1316,485,-1072,-386,-222,-1022,528,505,-1092,-513
"2025-12-17",33,37643,42820,35116,4981,6606,28,20993,0,164,3758,1322,621,-1070,-373,-372,-1022,901,529,-1092,-484
"2025-12-17",34,38429,43822,35823,4969,6606,0,20993,0,162,4179,1322,630,-1070,-450,-508,-1022,977,532,-1092,-489
"2025-12-17",35,38818,44084,36211,4919,6606,0,20993,0,162,4184,1048,649,-999,-450,-531,-918,1350,564,-1093,-513
"2025-12-17",36,38709,43949,36068,4868,6606,0,20993,0,163,4197,1017,647,-993,-451,-526,-911,1397,569,-1083,-513
"2025-12-17",37,38747,42548,36083,4752,6606,0,20993,0,123,4020,1084,538,-541,-452,-421,-443,1397,673,-733,-488
"2025-12-17",38,37931,41521,35360,4636,6606,0,20993,0,6,3710,1092,539,-519,-452,-380,-420,1397,682,-700,-513
"2025-12-17",39,36974,39877,34501,4640,6606,0,20993,0,3,3831,1194,845,-680,-438,-234,-74,1397,795,-361,-513
"2025-12-17",40,35429,38068,32858,4644,6606,0,20993,0,12,3651,1206,869,-686,-342,-85,-61,1397,807,-339,-514
"2025-12-17",41,34546,37112,31975,4599,6606,0,20993,0,12,3510,1476,984,-412,-413,-83,-102,1397,986,-426,-518
"2025-12-17",42,33088,35381,30720,4554,6606,0,20993,0,12,3404,1507,992,-400,-305,-7,-104,1397,997,-414,-451
"2025-12-17",43,31491,33293,29204,4478,6606,0,20993,0,10,3683,1498,992,-119,-189,0,-377,1397,997,236,-507
"2025-12-17",44,29950,31666,27741,4402,6606,0,20993,0,7,3800,1496,992,-108,-100,0,-388,1397,997,279,-513
"2025-12-17",45,28388,30350,26310,4344,6606,0,20993,0,16,3770,1507,992,-286,-176,0,-428,1397,996,280,-456
"2025-12-17",46,26702,28517,24852,4286,6606,0,20993,0,99,3899,1508,992,-300,-52,0,-430,1397,997,282,-334
"2025-12-17",47,25197,28130,23494,4171,6606,0,20993,0,489,3907,1508,992,-886,-68,0,-590,1397,997,379,-300
"2025-12-17",48,24248,27761,22643,4055,6606,0,20993,0,881,3663,1508,991,-918,-220,0,-594,1385,997,388,-300
"2025-12-18",1,24431,27984,22842,4050,6606,0,20993,0,1441,3883,1362,969,-711,-212,0,-289,1228,997,481,-300
"2025-12-18",2,25039,28561,23569,4045,6606,0,20993,0,1464,3838,1345,968,-702,-179,0,-277,1179,997,494,-300
"2025-12-18",3,24790,28484,23443,4056,6606,0,20993,0,1631,4118,1449,990,-796,-145,0,-222,807,997,710,-300
"2025-12-18",4,24435,28116,23178,4066,6606,0,20993,0,1626,4472,1461,991,-800,-125,0,-220,731,997,727,-310
"2025-12-18",5,23633,27770,22450,4002,6606,0,20993,0,1611,4493,1431,947,-816,-274,0,-406,357,998,781,-430
"2025-12-18",6,23318,27635,22196,3938,6606,0,20993,0,1602,4555,1427,943,-815,-373,0,-413,290,995,789,-514
"2025-12-18",7,22659,26675,21517,3896,6606,0,20993,0,1599,4330,1391,925,-416,-450,0,-437,28,927,871,-514
"2025-12-18",8,22561,26481,21450,3853,6606,0,20993,0,1497,4659,1387,925,-399,-446,-22,-442,0,924,876,-514
"2025-12-18",9,22320,26938,21290,3719,6606,0,20993,0,1419,4403,1462,988,-768,-367,0,-951,44,992,832,-513
"2025-12-18",10,22158,26965,21152,3584,6606,0,20993,0,1504,4295,1470,987,-784,-431,0,-975,79,987,832,-513
"2025-12-18",11,22430,26568,21397,3481,6606,0,20993,0,1085,3905,1212,809,-797,-358,0,-785,452,649,947,-513
"2025-12-18",12,23263,27358,22153,3377,6606,0,20993,0,991,3751,1182,801,-798,-413,0,-779,527,638,968,-514
"2025-12-18",13,25838,29662,24456,3251,6606,0,20993,0,549,3443,1315,949,-905,-450,0,-807,901,976,1396,-513
"2025-12-18",14,28469,31642,26842,3124,6606,0,20993,0,21,3414,1331,954,-809,-450,0,-779,977,995,1420,-514
"2025-12-18",15,31782,33446,29782,2985,6606,0,20993,0,11,3176,1488,784,-3,-450,-86,179,1350,890,1182,-514
"2025-12-18",16,33338,35115,31162,2845,6606,0,20993,0,9,2773,1507,778,0,-451,-203,258,1397,887,1171,-514
"2025-12-18",17,34582,36205,32156,2721,6606,0,20993,0,11,2808,1505,978,417,-405,-93,952,1397,991,1405,-514
"2025-12-18",18,35147,36724,32543,2597,6606,10,20993,0,12,3533,1504,992,476,-430,-21,991,1397,998,1421,-514
"2025-12-18",19,36257,37625,33611,2512,6606,92,20993,0,10,3825,1504,992,1016,-302,0,1015,1397,998,1421,-456
"2025-12-18",20,36640,37828,33945,2426,6606,226,20993,0,10,3831,1504,992,1043,-153,0,1016,1397,998,1421,-425
"2025-12-18",21,37176,38322,34466,2406,6606,341,20993,0,115,3702,1504,992,1045,-20,0,1016,1397,998,1421,-411
"2025-12-18",22,37334,38368,34652,2385,6606,342,20993,0,9,3879,1504,992,1045,0,0,1016,1397,998,1421,-425
"2025-12-18",23,36990,38021,34495,2495,6606,336,20993,0,7,3777,1504,992,1056,56,12,1017,1397,998,1421,-424
"2025-12-18",24,37300,38273,34845,2605,6606,305,20993,0,96,3780,1504,992,1056,11,0,1016,1397,998,1421,-277
"2025-12-18",25,37749,38873,35402,2696,6606,286,20993,0,217,3788,1504,992,1051,-62,0,1017,1397,997,1421,-245
"2025-12-18",26,38059,39344,35718,2786,6606,231,20993,0,237,3650,1504,992,1050,-209,0,1017,1397,998,1421,-239
"2025-12-18",27,37648,39260,35315,2817,6606,201,20993,0,236,3355,1504,992,1048,-358,-46,1017,1397,998,1402,-372
"2025-12-18",28,37566,39267,34984,2848,6606,160,20993,0,20,3225,1504,992,1046,-450,-133,1017,1397,997,1393,-498
"2025-12-18",29,37518,39382,34903,2960,6606,115,20993,0,14,3534,1504,992,674,-450,-286,997,1397,997,1159,-514
"2025-12-18",30,37421,39423,34834,3071,6606,65,20993,0,16,3593,1505,992,657,-450,-422,997,1397,998,1144,-514
"2025-12-18",31,37203,39161,34688,3147,6606,34,20993,0,12,3648,1505,992,282,-450,-390,997,1397,998,1320,-506
"2025-12-18",32,37897,39971,35323,3223,6606,3,20993,0,11,3802,1504,992,266,-450,-500,997,1397,998,1335,-513
"2025-12-18",33,38635,40743,35926,3318,6606,0,20993,0,13,3875,1505,992,371,-450,-531,997,1397,997,1351,-514
"2025-12-18",34,39105,41213,36444,3413,6606,0,20993,0,13,3736,1505,992,383,-450,-531,997,1397,997,1339,-514
"2025-12-18",35,39100,41206,36457,3530,6606,0,20993,0,11,3461,1505,992,993,-450,-531,997,1397,997,834,-514
"2025-12-18",36,38512,40602,35923,3647,6606,0,20993,0,11,3761,1505,992,1028,-450,-515,997,1397,997,811,-514
"2025-12-18",37,38200,40160,35695,3673,6606,0,20993,0,11,3828,1505,992,1047,-450,-385,997,1397,997,1361,-514
"2025-12-18",38,37162,39006,34727,3699,6606,0,20993,0,9,3296,1505,992,1047,-450,-271,997,1397,997,1400,-514
"2025-12-18",39,36060,37872,33745,3726,6606,0,20993,0,14,3311,1504,992,1046,-435,-254,997,1397,997,1420,-509
"2025-12-18",40,34697,36229,32405,3752,6606,0,20993,0,9,3433,1504,992,1046,-338,-102,997,1397,997,1421,-483
"2025-12-18",41,33922,35478,31581,3822,6606,0,20993,0,13,3042,1504,992,1045,-428,-2,997,1397,997,1421,-513
"2025-12-18",42,33011,34516,30713,3892,6606,0,20993,0,14,3482,1504,992,1045,-392,0,997,1397,997,1421,-499
"2025-12-18",43,31385,32638,29291,3982,6606,0,20993,0,10,3632,1504,992,1044,-243,0,996,1397,997,1421,-400
"2025-12-18",44,29954,31855,27980,4072,6606,0,20993,0,722,3559,1504,991,1044,-92,0,993,1368,997,1421,-487
"2025-12-18",45,28281,30568,26508,4153,6606,0,20993,0,1267,3832,1505,947,1020,-1,-13,539,994,996,1394,-406
"2025-12-18",46,26912,29243,25305,4234,6606,0,20993,0,1261,3883,1504,928,1019,69,-141,519,943,980,1380,-329
"2025-12-18",47,25444,27776,24052,4227,6606,0,20993,0,1218,3512,745,361,965,82,-155,564,891,369,936,-359
"2025-12-18",48,24600,27039,23347,4220,6606,0,20993,0,1360,3446,654,317,964,-6,-21,566,894,326,905,-452
"2025-12-19",1,24596,26804,23358,4183,6606,0,20993,0,1284,3406,75,133,965,0,0,557,1019,146,900,-324
"2025-12-19",2,25338,27365,24168,4146,6606,0,20993,0,1226,3506,12,121,967,0,0,557,1005,132,897,-201
"2025-12-19",3,25011,27085,23914,4126,6606,0,20993,0,1236,3893,-48,136,967,0,0,636,632,44,880,-190
"2025-12-19",4,24301,26327,23285,4106,6606,0,20993,0,1234,3925,-56,140,968,0,0,639,573,39,878,-136
"2025-12-19",5,23534,25762,22633,4149,6606,0,20993,0,1250,3950,-79,247,964,-24,0,502,420,39,894,-275
"2025-12-19",6,23057,25360,22249,4191,6606,0,20993,0,1322,3794,-81,255,964,0,0,498,400,39,896,-300
"2025-12-19",7,22234,24447,21478,4260,6606,0,20993,0,1227,3767,-150,277,761,0,-5,362,384,40,896,-231
"2025-12-19",8,21903,24008,21170,4328,6606,0,20993,0,1152,3801,-158,269,685,-34,-78,357,393,35,896,-83
"2025-12-19",9,21047,23832,20428,4440,6606,0,20993,0,1230,3712,-414,-27,-377,56,-6,96,528,-131,857,68
"2025-12-19",10,20899,23744,20298,4551,6606,0,20993,0,1179,3549,-443,-49,-431,23,0,53,574,-143,848,167
"2025-12-19",11,21151,25210,20530,4632,6606,0,20993,0,1033,3545,-137,-124,-981,97,0,-949,946,-235,690,200
"2025-12-19",12,21906,26005,21226,4712,6606,0,20993,0,1001,3194,-101,-129,-1007,12,0,-1021,1019,-240,683,194
"2025-12-19",13,24318,27513,23442,4702,6606,0,20993,0,338,2993,-485,-144,-680,0,0,-707,1355,-241,852,84
"2025-12-19",14,26557,29455,25516,4692,6606,0,20993,0,16,2750,-528,-138,-676,0,0,-695,1397,-232,870,-13
"2025-12-19",15,29195,31397,27884,4739,6606,0,20993,0,17,3102,51,89,-956,0,0,-492,1397,42,1139,-137
"2025-12-19",16,31173,33575,29566,4786,6606,0,20993,0,15,3408,133,113,-948,-68,0,-485,1397,62,1158,-286
"2025-12-19",17,32995,34669,31211,4741,6606,4,20993,0,13,3529,698,403,-283,-77,0,-265,1397,176,1161,-436
"2025-12-19",18,33429,35120,31577,4695,6606,271,20993,0,11,3639,765,424,-245,-114,0,-257,1397,186,1160,-464
"2025-12-19",19,33726,35658,31804,4659,6606,1322,20993,0,11,3434,1211,470,-202,-266,0,-344,1397,282,1049,-509
"2025-12-19",20,33240,35253,31291,4623,6606,2633,20993,0,11,3426,1262,464,-200,-341,0,-347,1397,286,1040,-514
"2025-12-19",21,32287,34676,30289,4582,6606,3793,20993,0,11,3648,1094,137,-440,-318,0,-499,1397,187,1007,-521
"2025-12-19",22,31551,34026,29587,4540,6606,4897,20993,0,11,3580,1071,111,-450,-397,0,-504,1397,171,1001,-513
"2025-12-19",23,30616,33538,28706,4567,6606,5699,20993,0,11,3696,571,-36,-657,-283,0,-675,1398,-182,848,-478
"2025-12-19",24,30249,33233,28334,4593,6606,6013,20993,0,11,3585,512,-43,-665,-272,0,-681,1397,-199,835,-513
"2025-12-19",25,30184,33309,28252,4504,6606,5912,20993,0,11,3397,748,105,-811,-415,0,-762,1397,47,762,-526
"2025-12-19",26,30039,33192,28110,4414,6606,5516,20993,0,11,3368,775,114,-816,-448,0,-764,1397,62,757,-514
"2025-12-19",27,30429,33036,28544,4264,6606,4880,20993,0,10,3415,839,51,-515,-395,0,-574,1397,34,797,-513
"2025-12-19",28,30785,33464,28864,4113,6606,4095,20993,0,12,3378,847,49,-504,-420,-71,-568,1397,34,803,-504
"2025-12-19",29,31465,34942,29540,3975,6606,3011,20993,0,12,3329,992,163,-874,-447,-222,-809,1397,87,913,-513
"2025-12-19",30,32035,35693,30055,3836,6606,1718,20993,0,12,3481,1010,180,-889,-452,-372,-819,1397,105,922,-514
"2025-12-19",31,33342,37097,31258,3770,6606,561,20993,0,12,3398,1180,538,-908,-452,-508,-762,1397,611,952,-513
"2025-12-19",32,34361,38133,32194,3704,6606,37,20993,0,12,3393,1200,565,-903,-452,-531,-760,1397,644,959,-514
"2025-12-19",33,36000,38971,33723,3691,6606,50,20993,0,12,3515,1274,636,-327,-452,-531,-536,1397,672,1155,-513
"2025-12-19",34,36825,39752,34511,3677,6606,0,20993,0,14,3659,1281,633,-291,-452,-531,-525,1397,661,1177,-514
"2025-12-19",35,37348,39532,34981,3557,6606,0,20993,0,10,3543,1128,330,684,-452,-531,-77,1397,194,1370,-514
"2025-12-19",36,37578,39741,35112,3436,6606,0,20993,0,10,3459,1124,319,834,-452,-531,-57,1397,171,1386,-513
"2025-12-19",37,37533,39640,35011,3293,6606,0,20993,0,10,3467,1333,668,698,-452,-531,177,1397,363,1382,-514
"2025-12-19",38,36556,38668,34036,3150,6606,0,20993,0,15,3238,1358,691,693,-452,-531,191,1397,379,1382,-514
"2025-12-19",39,36259,38371,33796,3051,6606,0,20993,0,15,3526,1444,666,660,-452,-531,684,1397,508,1382,-514
"2025-12-19",40,34957,37065,32551,2952,6606,0,20993,0,13,3446,1454,668,659,-452,-529,707,1397,517,1386,-514
"2025-12-19",41,33694,35698,31310,2877,6606,0,20993,0,12,3564,1458,791,610,-445,-433,503,1397,557,1420,-514
"2025-12-19",42,33119,34843,30798,2802,6606,0,20993,0,12,3788,1458,793,608,-333,-282,489,1397,559,1422,-497
"2025-12-19",43,32153,33536,29958,2703,6606,0,20993,0,12,3702,1308,561,330,-183,-130,-61,1397,514,1423,-397
"2025-12-19",44,30906,32173,28784,2604,6606,0,20993,0,12,3420,1290,544,319,-81,-10,-87,1398,510,1426,-477
"2025-12-19",45,29615,30945,27697,2520,6606,0,20993,0,13,3643,1140,522,453,-79,0,-246,1397,495,1425,-392
"2025-12-19",46,28472,29571,26609,2436,6606,0,20993,0,8,3572,1124,522,438,18,0,-251,1397,495,1424,-240
"2025-12-19",47,26944,27795,25016,2305,6606,0,20993,0,14,3150,1180,564,3,-28,0,-117,1397,530,1365,-92
"2025-12-19",48,26075,26815,24236,2174,6606,0,20993,0,14,3019,1186,567,0,-14,0,-112,1397,539,1352,58
"2025-12-20",1,25815,26455,23889,2108,6606,0,20993,0,14,2713,1396,604,0,69,0,-26,1397,771,1045,184
"2025-12-20",2,26180,26817,24297,2041,6606,0,20993,0,14,3484,1420,616,0,203,0,-23,1397,791,1022,200
"2025-12-20",3,26203,26838,24394,1962,6606,0,20993,0,12,3679,1501,968,0,153,0,-23,1397,975,969,200
"2025-12-20",4,25597,26234,23880,1883,6606,0,20993,0,14,3555,1511,992,0,199,0,-23,1397,987,956,200
"2025-12-20",5,24923,25698,23227,1868,6606,0,20993,0,17,3552,1511,992,-142,200,0,-16,1397,996,868,200
"2025-12-20",6,24290,25074,22650,1853,6606,0,20993,0,16,3532,1511,992,-152,200,0,-16,1397,997,860,200
"2025-12-20",7,23808,24911,22118,1875,6606,0,20993,0,16,3416,1510,992,-436,200,0,-51,1397,997,781,200
"2025-12-20",8,23316,24435,21721,1897,6606,0,20993,0,16,3342,1509,992,-450,200,0,-53,1397,997,774,200
"2025-12-20",9,22756,24524,21208,1854,6606,0,20993,0,16,3242,1509,992,-862,200,0,-290,1397,997,722,200
"2025-12-20",10,22460,24256,20878,1811,6606,0,20993,0,16,2860,1509,992,-880,200,46,-300,1397,996,710,200
"2025-12-20",11,22553,24601,20882,1833,6606,0,20993,0,14,3303,1509,992,-869,200,179,-565,1397,996,401,200
"2025-12-20",12,22729,24790,21031,1854,6606,0,20993,0,14,3536,1509,992,-871,200,203,-576,1397,996,371,199
"2025-12-20",13,23678,25960,21915,1872,6606,0,20993,0,14,3495,1510,992,-1018,200,203,-650,1397,997,27,200
"2025-12-20",14,24985,27284,23162,1890,6606,0,20993,0,14,3395,1509,992,-1026,200,202,-654,1397,998,-5,200
"2025-12-20",15,25703,28611,23775,1946,6606,0,20993,0,17,3083,1510,992,-1033,200,203,-971,1397,998,-287,200
"2025-12-20",16,26776,29719,24752,2002,6606,0,20993,0,17,3565,1510,992,-1033,200,203,-984,1397,998,-309,200
"2025-12-20",17,28491,31296,26339,2019,6606,3,20993,0,17,3549,1509,992,-993,200,202,-839,1397,998,-356,200
"2025-12-20",18,29533,32326,27313,2035,6606,222,20993,0,17,3748,1509,992,-992,200,203,-824,1397,998,-360,200
"2025-12-20",19,30262,32343,27977,2074,6606,939,20993,0,17,3653,1508,992,-926,200,186,-166,1397,997,-372,200
"2025-12-20",20,30321,32374,28017,2112,6606,1939,20993,0,17,3764,1509,992,-923,200,122,-131,1397,997,-382,200
"2025-12-20",21,30175,32368,27829,2130,6606,2919,20993,0,13,3721,1508,992,-863,200,34,24,1397,998,-717,200
"2025-12-20",22,29928,32139,27556,2148,6606,3660,20993,0,11,3664,1509,992,-860,200,0,30,1397,997,-740,200
"2025-12-20",23,29764,31788,27411,2106,6606,4446,20993,0,11,3442,1509,992,-489,200,0,-238,1398,997,-686,200
"2025-12-20",24,29580,31595,27236,2063,6606,4881,20993,0,13,3120,1508,992,-473,200,0,-248,1397,997,-681,200
"2025-12-20",25,29741,31295,27324,2042,6606,4857,20993,0,13,2953,1508,992,-270,200,0,-50,1397,997,-621,200
"2025-12-20",26,29795,31346,27362,2021,6606,4815,20993,0,12,3091,1508,992,-268,200,0,-43,1397,997,-628,200
"2025-12-20",27,30181,33025,27791,2051,6606,4231,20993,0,11,3576,1509,992,-847,200,0,-319,1397,997,-1067,200
"2025-12-20",28,30674,33599,28211,2080,6606,3365,20993,0,12,3751,1509,992,-878,200,0,-338,1397,997,-1097,200
"2025-12-20",29,31024,34701,28564,2176,6606,2220,20993,0,5,3796,1509,992,-1034,199,0,-941,1397,997,-1097,200
"2025-12-20",30,31472,35185,29034,2271,6606,1079,20993,0,4,3628,1509,992,-1041,168,0,-971,1397,997,-1097,200
"2025-12-20",31,32060,35710,29560,2326,6606,270,20993,0,4,3606,1509,992,-1069,187,0,-880,1397,997,-1097,200
