Simulation Name,Spotlight year,Historical weather year,Weather-conditional LOLE (h/year),Weather-conditional EEU (MWh/year)
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2030/31,2007/08,0,0
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2030/31,2008/09,0,0
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2030/31,2009/10,0,0
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2030/31,2010/11,0,0
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2030/31,2011/12,0.1,310
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2030/31,2012/13,0,0
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2030/31,2013/14,0,0
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2030/31,2014/15,0,0
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2030/31,2015/16,0,0
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2030/31,2016/17,0,0
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2030/31,2017/18,0,0
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2035/36,1984/85,1.67,10500
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2035/36,1985/86,7.56,60250
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2035/36,1986/87,0,0
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2035/36,1987/88,0,0
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2035/36,1988/89,0,0
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2035/36,1989/90,0,0
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2035/36,1990/91,0,0
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2035/36,1991/92,0,0
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2035/36,1992/93,0,0
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2035/36,1993/94,0,0
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2035/36,1994/95,0,0
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2035/36,1995/96,0,0
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2035/36,1996/97,0,0
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2035/36,1997/98,0,0
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2035/36,1998/99,0,0
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2035/36,1999/2000,0,0
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2035/36,2000/01,0.21,1450
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2035/36,2001/02,0,0
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2035/36,2002/03,0,0
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2035/36,2003/04,0,0
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2035/36,2004/05,0,0
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2035/36,2005/06,0.03,230
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2035/36,2006/07,0,0
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2035/36,2007/08,0,0
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2035/36,2008/09,0,0
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2035/36,2009/10,0,0
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2035/36,2010/11,0,0
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2035/36,2011/12,0,0
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2035/36,2012/13,0.01,0
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2035/36,2013/14,0,0
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2035/36,2014/15,0,0
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2035/36,2015/16,0,0
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2035/36,2016/17,0,0
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2035/36,2017/18,0,0
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2040/41,1984/85,0.4,2760
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2040/41,1985/86,8.34,88070
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2040/41,1986/87,0,0
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2040/41,1987/88,0,0
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2040/41,1988/89,0,0
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2040/41,1989/90,0,0
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2040/41,1990/91,0,0
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2040/41,1991/92,0,0
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2040/41,1992/93,0,0
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2040/41,1993/94,0,0
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2040/41,1994/95,0,0
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2040/41,1995/96,0,0
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2040/41,1996/97,0,0
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2040/41,1997/98,0,0
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2040/41,1998/99,0,0
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2040/41,1999/2000,0,0
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2040/41,2000/01,0.23,2130
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2040/41,2001/02,0,0
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2040/41,2002/03,0,0
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2040/41,2003/04,0,0
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2040/41,2004/05,0,0
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2040/41,2005/06,0.24,2340
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2040/41,2006/07,0,0
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2040/41,2007/08,0,0
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2040/41,2008/09,0,0
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2040/41,2009/10,0,0
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2040/41,2010/11,0,0
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2040/41,2011/12,0,0
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2040/41,2012/13,0,0
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2040/41,2013/14,0,0
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2040/41,2014/15,0,0
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2040/41,2015/16,0,0
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2040/41,2016/17,0,0
Sensitivity 09: Portfolio 1 with a 10% reduction in import availability at all times,2040/41,2017/18,0,0
Sensitivity 10: Portfolio 1 with no imports across the year,2030/31,1984/85,5.42,57470
Sensitivity 10: Portfolio 1 with no imports across the year,2030/31,1985/86,37.59,382750
Sensitivity 10: Portfolio 1 with no imports across the year,2030/31,1986/87,0.65,2850
Sensitivity 10: Portfolio 1 with no imports across the year,2030/31,1987/88,1.11,7560
Sensitivity 10: Portfolio 1 with no imports across the year,2030/31,1988/89,0,0
Sensitivity 10: Portfolio 1 with no imports across the year,2030/31,1989/90,0,0
Sensitivity 10: Portfolio 1 with no imports across the year,2030/31,1990/91,0.5,3790
Sensitivity 10: Portfolio 1 with no imports across the year,2030/31,1991/92,2.8,17570
Sensitivity 10: Portfolio 1 with no imports across the year,2030/31,1992/93,0.27,1860
Sensitivity 10: Portfolio 1 with no imports across the year,2030/31,1993/94,0,0
Sensitivity 10: Portfolio 1 with no imports across the year,2030/31,1994/95,0,0
Sensitivity 10: Portfolio 1 with no imports across the year,2030/31,1995/96,0,0
Sensitivity 10: Portfolio 1 with no imports across the year,2030/31,1996/97,10.14,79380
Sensitivity 10: Portfolio 1 with no imports across the year,2030/31,1997/98,0.16,700
Sensitivity 10: Portfolio 1 with no imports across the year,2030/31,1998/99,0.73,5110
Sensitivity 10: Portfolio 1 with no imports across the year,2030/31,1999/2000,0,0
Sensitivity 10: Portfolio 1 with no imports across the year,2030/31,2000/01,3.94,33760
Sensitivity 10: Portfolio 1 with no imports across the year,2030/31,2001/02,0.77,7040
Sensitivity 10: Portfolio 1 with no imports across the year,2030/31,2002/03,0.59,3250
Sensitivity 10: Portfolio 1 with no imports across the year,2030/31,2003/04,8.48,70470
Sensitivity 10: Portfolio 1 with no imports across the year,2030/31,2004/05,0,0
Sensitivity 10: Portfolio 1 with no imports across the year,2030/31,2005/06,8.07,75350
Sensitivity 10: Portfolio 1 with no imports across the year,2030/31,2006/07,1.76,15710
Sensitivity 10: Portfolio 1 with no imports across the year,2030/31,2007/08,0,0
Sensitivity 10: Portfolio 1 with no imports across the year,2030/31,2008/09,0.29,2090
Sensitivity 10: Portfolio 1 with no imports across the year,2030/31,2009/10,0.05,270
Sensitivity 10: Portfolio 1 with no imports across the year,2030/31,2010/11,0.15,910
Sensitivity 10: Portfolio 1 with no imports across the year,2030/31,2011/12,7.88,75150
Sensitivity 10: Portfolio 1 with no imports across the year,2030/31,2012/13,0.06,200
Sensitivity 10: Portfolio 1 with no imports across the year,2030/31,2013/14,0,0
Sensitivity 10: Portfolio 1 with no imports across the year,2030/31,2014/15,0,0
Sensitivity 10: Portfolio 1 with no imports across the year,2030/31,2015/16,0.79,4200
Sensitivity 10: Portfolio 1 with no imports across the year,2030/31,2016/17,0.51,2460
Sensitivity 10: Portfolio 1 with no imports across the year,2030/31,2017/18,2.22,13280
Sensitivity 10: Portfolio 1 with no imports across the year,2035/36,1984/85,3.7,35800
Sensitivity 10: Portfolio 1 with no imports across the year,2035/36,1985/86,49.84,536390
Sensitivity 10: Portfolio 1 with no imports across the year,2035/36,1986/87,0.49,2250
Sensitivity 10: Portfolio 1 with no imports across the year,2035/36,1987/88,0.01,10
Sensitivity 10: Portfolio 1 with no imports across the year,2035/36,1988/89,0,0
Sensitivity 10: Portfolio 1 with no imports across the year,2035/36,1989/90,0,0
Sensitivity 10: Portfolio 1 with no imports across the year,2035/36,1990/91,49.75,406850
Sensitivity 10: Portfolio 1 with no imports across the year,2035/36,1991/92,0.87,7140
Sensitivity 10: Portfolio 1 with no imports across the year,2035/36,1992/93,0,0
Sensitivity 10: Portfolio 1 with no imports across the year,2035/36,1993/94,1.2,8810
Sensitivity 10: Portfolio 1 with no imports across the year,2035/36,1994/95,0,0
Sensitivity 10: Portfolio 1 with no imports across the year,2035/36,1995/96,0,0
Sensitivity 10: Portfolio 1 with no imports across the year,2035/36,1996/97,3.73,24260
Sensitivity 10: Portfolio 1 with no imports across the year,2035/36,1997/98,0,0
Sensitivity 10: Portfolio 1 with no imports across the year,2035/36,1998/99,0.05,380
Sensitivity 10: Portfolio 1 with no imports across the year,2035/36,1999/2000,0.63,5470
Sensitivity 10: Portfolio 1 with no imports across the year,2035/36,2000/01,52.23,561460
Sensitivity 10: Portfolio 1 with no imports across the year,2035/36,2001/02,0.18,1280
Sensitivity 10: Portfolio 1 with no imports across the year,2035/36,2002/03,0.96,7270
Sensitivity 10: Portfolio 1 with no imports across the year,2035/36,2003/04,0,0
Sensitivity 10: Portfolio 1 with no imports across the year,2035/36,2004/05,0,0
Sensitivity 10: Portfolio 1 with no imports across the year,2035/36,2005/06,43.46,523370
Sensitivity 10: Portfolio 1 with no imports across the year,2035/36,2006/07,0.1,780
Sensitivity 10: Portfolio 1 with no imports across the year,2035/36,2007/08,0,0
Sensitivity 10: Portfolio 1 with no imports across the year,2035/36,2008/09,8.47,70780
Sensitivity 10: Portfolio 1 with no imports across the year,2035/36,2009/10,0,0
Sensitivity 10: Portfolio 1 with no imports across the year,2035/36,2010/11,10.8,133610
Sensitivity 10: Portfolio 1 with no imports across the year,2035/36,2011/12,0.05,270
Sensitivity 10: Portfolio 1 with no imports across the year,2035/36,2012/13,3.31,25220
Sensitivity 10: Portfolio 1 with no imports across the year,2035/36,2013/14,0,0
Sensitivity 10: Portfolio 1 with no imports across the year,2035/36,2014/15,0.86,6080
Sensitivity 10: Portfolio 1 with no imports across the year,2035/36,2015/16,0.17,1250
Sensitivity 10: Portfolio 1 with no imports across the year,2035/36,2016/17,0,0
Sensitivity 10: Portfolio 1 with no imports across the year,2035/36,2017/18,0.22,1830
Sensitivity 10: Portfolio 1 with no imports across the year,2040/41,1984/85,1.55,11570
Sensitivity 10: Portfolio 1 with no imports across the year,2040/41,1985/86,47.15,660040
Sensitivity 10: Portfolio 1 with no imports across the year,2040/41,1986/87,5.64,60990
Sensitivity 10: Portfolio 1 with no imports across the year,2040/41,1987/88,0.18,1100
Sensitivity 10: Portfolio 1 with no imports across the year,2040/41,1988/89,0.27,860
Sensitivity 10: Portfolio 1 with no imports across the year,2040/41,1989/90,0.13,1140
Sensitivity 10: Portfolio 1 with no imports across the year,2040/41,1990/91,85.39,912180
Sensitivity 10: Portfolio 1 with no imports across the year,2040/41,1991/92,0.81,4610
Sensitivity 10: Portfolio 1 with no imports across the year,2040/41,1992/93,0,0
Sensitivity 10: Portfolio 1 with no imports across the year,2040/41,1993/94,2.11,19110
Sensitivity 10: Portfolio 1 with no imports across the year,2040/41,1994/95,0,0
Sensitivity 10: Portfolio 1 with no imports across the year,2040/41,1995/96,0,0
Sensitivity 10: Portfolio 1 with no imports across the year,2040/41,1996/97,52.74,939090
Sensitivity 10: Portfolio 1 with no imports across the year,2040/41,1997/98,0,0
Sensitivity 10: Portfolio 1 with no imports across the year,2040/41,1998/99,0,0
Sensitivity 10: Portfolio 1 with no imports across the year,2040/41,1999/2000,0.01,20
Sensitivity 10: Portfolio 1 with no imports across the year,2040/41,2000/01,52.23,683340
Sensitivity 10: Portfolio 1 with no imports across the year,2040/41,2001/02,0,0
Sensitivity 10: Portfolio 1 with no imports across the year,2040/41,2002/03,0.71,4590
Sensitivity 10: Portfolio 1 with no imports across the year,2040/41,2003/04,0.04,70
Sensitivity 10: Portfolio 1 with no imports across the year,2040/41,2004/05,0,0
Sensitivity 10: Portfolio 1 with no imports across the year,2040/41,2005/06,51.74,784370
Sensitivity 10: Portfolio 1 with no imports across the year,2040/41,2006/07,0.35,3190
Sensitivity 10: Portfolio 1 with no imports across the year,2040/41,2007/08,0,0
Sensitivity 10: Portfolio 1 with no imports across the year,2040/41,2008/09,8.67,60920
Sensitivity 10: Portfolio 1 with no imports across the year,2040/41,2009/10,0,0
Sensitivity 10: Portfolio 1 with no imports across the year,2040/41,2010/11,11.4,184540
Sensitivity 10: Portfolio 1 with no imports across the year,2040/41,2011/12,0,0
Sensitivity 10: Portfolio 1 with no imports across the year,2040/41,2012/13,0.13,1090
Sensitivity 10: Portfolio 1 with no imports across the year,2040/41,2013/14,0,0
Sensitivity 10: Portfolio 1 with no imports across the year,2040/41,2014/15,0.04,340
Sensitivity 10: Portfolio 1 with no imports across the year,2040/41,2015/16,0,0
Sensitivity 10: Portfolio 1 with no imports across the year,2040/41,2016/17,0,0
Sensitivity 10: Portfolio 1 with no imports across the year,2040/41,2017/18,0,0
Sensitivity 11: Portfolio 1 with explicit flexible demand maintained at the assumed committed 2030 levels,2035/36,1984/85,2.97,26210
Sensitivity 11: Portfolio 1 with explicit flexible demand maintained at the assumed committed 2030 levels,2035/36,1985/86,7.68,65160
Sensitivity 11: Portfolio 1 with explicit flexible demand maintained at the assumed committed 2030 levels,2035/36,1986/87,0,0
Sensitivity 11: Portfolio 1 with explicit flexible demand maintained at the assumed committed 2030 levels,2035/36,1987/88,0,0
Sensitivity 11: Portfolio 1 with explicit flexible demand maintained at the assumed committed 2030 levels,2035/36,1988/89,0,0
Sensitivity 11: Portfolio 1 with explicit flexible demand maintained at the assumed committed 2030 levels,2035/36,1989/90,0,0
Sensitivity 11: Portfolio 1 with explicit flexible demand maintained at the assumed committed 2030 levels,2035/36,1990/91,0,0
Sensitivity 11: Portfolio 1 with explicit flexible demand maintained at the assumed committed 2030 levels,2035/36,1991/92,0,0
Sensitivity 11: Portfolio 1 with explicit flexible demand maintained at the assumed committed 2030 levels,2035/36,1992/93,0,0
Sensitivity 11: Portfolio 1 with explicit flexible demand maintained at the assumed committed 2030 levels,2035/36,1993/94,0,0
Sensitivity 11: Portfolio 1 with explicit flexible demand maintained at the assumed committed 2030 levels,2035/36,1994/95,0,0
Sensitivity 11: Portfolio 1 with explicit flexible demand maintained at the assumed committed 2030 levels,2035/36,1995/96,0,0
Sensitivity 11: Portfolio 1 with explicit flexible demand maintained at the assumed committed 2030 levels,2035/36,1996/97,0,0
Sensitivity 11: Portfolio 1 with explicit flexible demand maintained at the assumed committed 2030 levels,2035/36,1997/98,0,0
Sensitivity 11: Portfolio 1 with explicit flexible demand maintained at the assumed committed 2030 levels,2035/36,1998/99,0,0
Sensitivity 11: Portfolio 1 with explicit flexible demand maintained at the assumed committed 2030 levels,2035/36,1999/2000,0,0
Sensitivity 11: Portfolio 1 with explicit flexible demand maintained at the assumed committed 2030 levels,2035/36,2000/01,0.09,540
Sensitivity 11: Portfolio 1 with explicit flexible demand maintained at the assumed committed 2030 levels,2035/36,2001/02,0,0
Sensitivity 11: Portfolio 1 with explicit flexible demand maintained at the assumed committed 2030 levels,2035/36,2002/03,0,0
Sensitivity 11: Portfolio 1 with explicit flexible demand maintained at the assumed committed 2030 levels,2035/36,2003/04,0,0
Sensitivity 11: Portfolio 1 with explicit flexible demand maintained at the assumed committed 2030 levels,2035/36,2004/05,0,0
Sensitivity 11: Portfolio 1 with explicit flexible demand maintained at the assumed committed 2030 levels,2035/36,2005/06,0.01,60
Sensitivity 11: Portfolio 1 with explicit flexible demand maintained at the assumed committed 2030 levels,2035/36,2006/07,0,0
Sensitivity 11: Portfolio 1 with explicit flexible demand maintained at the assumed committed 2030 levels,2035/36,2007/08,0,0
Sensitivity 11: Portfolio 1 with explicit flexible demand maintained at the assumed committed 2030 levels,2035/36,2008/09,0,0
Sensitivity 11: Portfolio 1 with explicit flexible demand maintained at the assumed committed 2030 levels,2035/36,2009/10,0,0
Sensitivity 11: Portfolio 1 with explicit flexible demand maintained at the assumed committed 2030 levels,2035/36,2010/11,0,0
Sensitivity 11: Portfolio 1 with explicit flexible demand maintained at the assumed committed 2030 levels,2035/36,2011/12,0,0
Sensitivity 11: Portfolio 1 with explicit flexible demand maintained at the assumed committed 2030 levels,2035/36,2012/13,0.02,140
Sensitivity 11: Portfolio 1 with explicit flexible demand maintained at the assumed committed 2030 levels,2035/36,2013/14,0,0
Sensitivity 11: Portfolio 1 with explicit flexible demand maintained at the assumed committed 2030 levels,2035/36,2014/15,0,0
Sensitivity 11: Portfolio 1 with explicit flexible demand maintained at the assumed committed 2030 levels,2035/36,2015/16,0,0
Sensitivity 11: Portfolio 1 with explicit flexible demand maintained at the assumed committed 2030 levels,2035/36,2016/17,0,0
Sensitivity 11: Portfolio 1 with explicit flexible demand maintained at the assumed committed 2030 levels,2035/36,2017/18,0,0
Sensitivity 11: Portfolio 1 with explicit flexible demand maintained at the assumed committed 2030 levels,2040/41,1984/85,3.34,33440
Sensitivity 11: Portfolio 1 with explicit flexible demand maintained at the assumed committed 2030 levels,2040/41,1985/86,9.06,103920
Sensitivity 11: Portfolio 1 with explicit flexible demand maintained at the assumed committed 2030 levels,2040/41,1986/87,0,0
Sensitivity 11: Portfolio 1 with explicit flexible demand maintained at the assumed committed 2030 levels,2040/41,1987/88,0,0
Sensitivity 11: Portfolio 1 with explicit flexible demand maintained at the assumed committed 2030 levels,2040/41,1988/89,0,0
Sensitivity 11: Portfolio 1 with explicit flexible demand maintained at the assumed committed 2030 levels,2040/41,1989/90,0,0
Sensitivity 11: Portfolio 1 with explicit flexible demand maintained at the assumed committed 2030 levels,2040/41,1990/91,0,0
Sensitivity 11: Portfolio 1 with explicit flexible demand maintained at the assumed committed 2030 levels,2040/41,1991/92,0,0
Sensitivity 11: Portfolio 1 with explicit flexible demand maintained at the assumed committed 2030 levels,2040/41,1992/93,0,0
Sensitivity 11: Portfolio 1 with explicit flexible demand maintained at the assumed committed 2030 levels,2040/41,1993/94,0,0
Sensitivity 11: Portfolio 1 with explicit flexible demand maintained at the assumed committed 2030 levels,2040/41,1994/95,0,0
Sensitivity 11: Portfolio 1 with explicit flexible demand maintained at the assumed committed 2030 levels,2040/41,1995/96,0,0
Sensitivity 11: Portfolio 1 with explicit flexible demand maintained at the assumed committed 2030 levels,2040/41,1996/97,0.07,320
Sensitivity 11: Portfolio 1 with explicit flexible demand maintained at the assumed committed 2030 levels,2040/41,1997/98,0,0
Sensitivity 11: Portfolio 1 with explicit flexible demand maintained at the assumed committed 2030 levels,2040/41,1998/99,0,0
Sensitivity 11: Portfolio 1 with explicit flexible demand maintained at the assumed committed 2030 levels,2040/41,1999/2000,0,0
Sensitivity 11: Portfolio 1 with explicit flexible demand maintained at the assumed committed 2030 levels,2040/41,2000/01,0.07,510
Sensitivity 11: Portfolio 1 with explicit flexible demand maintained at the assumed committed 2030 levels,2040/41,2001/02,0,0
Sensitivity 11: Portfolio 1 with explicit flexible demand maintained at the assumed committed 2030 levels,2040/41,2002/03,0,0
Sensitivity 11: Portfolio 1 with explicit flexible demand maintained at the assumed committed 2030 levels,2040/41,2003/04,0,0
Sensitivity 11: Portfolio 1 with explicit flexible demand maintained at the assumed committed 2030 levels,2040/41,2004/05,0,0
Sensitivity 11: Portfolio 1 with explicit flexible demand maintained at the assumed committed 2030 levels,2040/41,2005/06,0.26,2510
Sensitivity 11: Portfolio 1 with explicit flexible demand maintained at the assumed committed 2030 levels,2040/41,2006/07,0,0
Sensitivity 11: Portfolio 1 with explicit flexible demand maintained at the assumed committed 2030 levels,2040/41,2007/08,0,0
Sensitivity 11: Portfolio 1 with explicit flexible demand maintained at the assumed committed 2030 levels,2040/41,2008/09,0,0
Sensitivity 11: Portfolio 1 with explicit flexible demand maintained at the assumed committed 2030 levels,2040/41,2009/10,0,0
Sensitivity 11: Portfolio 1 with explicit flexible demand maintained at the assumed committed 2030 levels,2040/41,2010/11,0,0
Sensitivity 11: Portfolio 1 with explicit flexible demand maintained at the assumed committed 2030 levels,2040/41,2011/12,0,0
Sensitivity 11: Portfolio 1 with explicit flexible demand maintained at the assumed committed 2030 levels,2040/41,2012/13,0,0
Sensitivity 11: Portfolio 1 with explicit flexible demand maintained at the assumed committed 2030 levels,2040/41,2013/14,0,0
Sensitivity 11: Portfolio 1 with explicit flexible demand maintained at the assumed committed 2030 levels,2040/41,2014/15,0,0
Sensitivity 11: Portfolio 1 with explicit flexible demand maintained at the assumed committed 2030 levels,2040/41,2015/16,0,0
Sensitivity 11: Portfolio 1 with explicit flexible demand maintained at the assumed committed 2030 levels,2040/41,2016/17,0,0
Sensitivity 11: Portfolio 1 with explicit flexible demand maintained at the assumed committed 2030 levels,2040/41,2017/18,0,0
Sensitivity 12: Portfolio 1 with higher offshore wind capacity (80.5 GW by 2035 and 96 GW by 2040),2035/36,1984/85,0.4,2050
Sensitivity 12: Portfolio 1 with higher offshore wind capacity (80.5 GW by 2035 and 96 GW by 2040),2035/36,1985/86,0.9,6590
Sensitivity 12: Portfolio 1 with higher offshore wind capacity (80.5 GW by 2035 and 96 GW by 2040),2035/36,1986/87,0,0
Sensitivity 12: Portfolio 1 with higher offshore wind capacity (80.5 GW by 2035 and 96 GW by 2040),2035/36,1987/88,0,0
Sensitivity 12: Portfolio 1 with higher offshore wind capacity (80.5 GW by 2035 and 96 GW by 2040),2035/36,1988/89,0,0
Sensitivity 12: Portfolio 1 with higher offshore wind capacity (80.5 GW by 2035 and 96 GW by 2040),2035/36,1989/90,0,0
Sensitivity 12: Portfolio 1 with higher offshore wind capacity (80.5 GW by 2035 and 96 GW by 2040),2035/36,1990/91,0,0
Sensitivity 12: Portfolio 1 with higher offshore wind capacity (80.5 GW by 2035 and 96 GW by 2040),2035/36,1991/92,0,0
Sensitivity 12: Portfolio 1 with higher offshore wind capacity (80.5 GW by 2035 and 96 GW by 2040),2035/36,1992/93,0,0
Sensitivity 12: Portfolio 1 with higher offshore wind capacity (80.5 GW by 2035 and 96 GW by 2040),2035/36,1993/94,0,0
Sensitivity 12: Portfolio 1 with higher offshore wind capacity (80.5 GW by 2035 and 96 GW by 2040),2035/36,1994/95,0,0
Sensitivity 12: Portfolio 1 with higher offshore wind capacity (80.5 GW by 2035 and 96 GW by 2040),2035/36,1995/96,0,0
Sensitivity 12: Portfolio 1 with higher offshore wind capacity (80.5 GW by 2035 and 96 GW by 2040),2035/36,1996/97,0,0
Sensitivity 12: Portfolio 1 with higher offshore wind capacity (80.5 GW by 2035 and 96 GW by 2040),2035/36,1997/98,0,0
Sensitivity 12: Portfolio 1 with higher offshore wind capacity (80.5 GW by 2035 and 96 GW by 2040),2035/36,1998/99,0,0
Sensitivity 12: Portfolio 1 with higher offshore wind capacity (80.5 GW by 2035 and 96 GW by 2040),2035/36,1999/2000,0,0
Sensitivity 12: Portfolio 1 with higher offshore wind capacity (80.5 GW by 2035 and 96 GW by 2040),2035/36,2000/01,0,0
Sensitivity 12: Portfolio 1 with higher offshore wind capacity (80.5 GW by 2035 and 96 GW by 2040),2035/36,2001/02,0,0
Sensitivity 12: Portfolio 1 with higher offshore wind capacity (80.5 GW by 2035 and 96 GW by 2040),2035/36,2002/03,0,0
Sensitivity 12: Portfolio 1 with higher offshore wind capacity (80.5 GW by 2035 and 96 GW by 2040),2035/36,2003/04,0,0
Sensitivity 12: Portfolio 1 with higher offshore wind capacity (80.5 GW by 2035 and 96 GW by 2040),2035/36,2004/05,0,0
Sensitivity 12: Portfolio 1 with higher offshore wind capacity (80.5 GW by 2035 and 96 GW by 2040),2035/36,2005/06,0,0
Sensitivity 12: Portfolio 1 with higher offshore wind capacity (80.5 GW by 2035 and 96 GW by 2040),2035/36,2006/07,0,0
Sensitivity 12: Portfolio 1 with higher offshore wind capacity (80.5 GW by 2035 and 96 GW by 2040),2035/36,2007/08,0,0
Sensitivity 12: Portfolio 1 with higher offshore wind capacity (80.5 GW by 2035 and 96 GW by 2040),2035/36,2008/09,0,0
Sensitivity 12: Portfolio 1 with higher offshore wind capacity (80.5 GW by 2035 and 96 GW by 2040),2035/36,2009/10,0,0
Sensitivity 12: Portfolio 1 with higher offshore wind capacity (80.5 GW by 2035 and 96 GW by 2040),2035/36,2010/11,0,0
Sensitivity 12: Portfolio 1 with higher offshore wind capacity (80.5 GW by 2035 and 96 GW by 2040),2035/36,2011/12,0,0
Sensitivity 12: Portfolio 1 with higher offshore wind capacity (80.5 GW by 2035 and 96 GW by 2040),2035/36,2012/13,0,0
Sensitivity 12: Portfolio 1 with higher offshore wind capacity (80.5 GW by 2035 and 96 GW by 2040),2035/36,2013/14,0,0
Sensitivity 12: Portfolio 1 with higher offshore wind capacity (80.5 GW by 2035 and 96 GW by 2040),2035/36,2014/15,0,0
Sensitivity 12: Portfolio 1 with higher offshore wind capacity (80.5 GW by 2035 and 96 GW by 2040),2035/36,2015/16,0,0
